Age,Salary,Joining Designation,Designation,Total Business Value,Quarterly Rating,retention_days,promoted,GenderBin,Education_Level_Bachelor,Education_Level_College,Education_Level_Master,attrition
42,67904,3,3,0,1,175.0,0,1,0,1,0,1
29,54358,1,1,0,1,106.0,0,0,0,0,1,1
34,95694,2,4,0,1,494.0,1,0,1,0,0,1
28,65448,2,2,0,1,40.0,0,0,0,0,1,1
37,82503,3,3,0,1,366.0,0,0,0,0,1,1
47,140769,2,4,0,1,903.0,1,0,0,0,1,1
32,61069,2,2,518370,2,271.0,0,0,0,1,0,1
46,30292,1,1,0,1,91.0,0,1,0,0,1,1
31,14166,1,1,0,1,151.0,0,1,0,1,0,1
31,74051,1,2,100160,1,1585.0,1,0,1,0,0,1
22,39442,1,2,0,1,391.0,1,1,0,1,0,1
24,27693,1,1,0,1,40.0,0,0,0,0,1,1
32,14489,1,1,0,1,86.0,0,0,0,1,0,1
27,23801,1,1,0,1,316.0,0,0,1,0,0,1
37,106794,3,3,0,1,301.0,0,1,1,0,0,1
39,57225,2,2,0,1,240.0,0,0,1,0,0,1
35,65901,2,2,0,1,114.0,0,0,1,0,0,1
27,39471,1,1,0,1,116.0,0,1,1,0,0,1
35,24634,1,1,0,1,52.0,0,1,0,0,1,1
28,27194,1,1,0,1,140.0,0,1,0,0,1,1
31,25510,1,1,0,1,108.0,0,0,0,1,0,1
27,24932,1,1,0,1,125.0,0,0,1,0,0,1
31,31124,1,1,0,1,74.0,0,0,0,0,1,1
28,17660,2,2,0,1,184.0,0,1,0,1,0,1
27,39731,1,1,0,1,44.0,0,0,0,0,1,1
25,60391,1,1,0,1,185.0,0,0,0,0,1,1
35,73359,1,3,0,1,838.0,1,1,0,1,0,1
31,78444,3,3,0,1,112.0,0,0,0,0,1,1
28,52711,2,2,0,1,143.0,0,1,0,1,0,1
32,40216,2,2,0,1,33.0,0,1,0,1,0,1
29,98630,2,2,0,1,103.0,0,1,0,1,0,1
46,18512,1,1,0,2,1281.0,0,0,0,1,0,1
43,81206,1,2,139720,1,353.0,1,1,0,0,1,1
31,51643,1,2,0,1,1037.0,1,0,0,0,1,1
32,71000,3,3,0,1,105.0,0,1,1,0,0,1
36,43764,1,1,0,1,255.0,0,1,0,0,1,1
41,93113,1,2,107520,1,1424.0,1,0,0,0,1,1
41,100888,1,3,0,2,2230.0,1,1,1,0,0,1
28,12779,1,1,0,1,69.0,0,0,0,1,0,1
30,49664,2,2,0,1,59.0,0,1,0,0,1,1
27,19419,1,1,0,1,64.0,0,0,0,1,0,1
35,28116,1,1,0,1,155.0,0,0,0,0,1,1
32,33681,1,1,0,1,936.0,0,1,0,0,1,1
43,21942,1,1,500000,2,558.0,0,0,0,1,0,1
34,70656,3,3,0,1,43.0,0,0,0,1,0,1
36,63739,3,3,0,1,127.0,0,1,0,1,0,1
31,29306,2,2,0,1,297.0,0,1,0,0,1,1
36,71338,3,3,0,1,1.0,0,0,0,1,0,1
43,50345,1,2,0,2,1866.0,1,0,0,0,1,1
24,87853,1,1,299100,2,220.0,0,1,1,0,0,1
41,101223,4,4,0,1,102.0,0,0,0,0,1,1
32,79797,1,1,0,1,91.0,0,0,0,1,0,1
44,46309,2,2,150140,2,393.0,0,0,0,1,0,1
41,136307,5,5,100370,1,392.0,0,0,0,0,1,1
32,67667,2,2,0,1,65.0,0,0,0,1,0,1
40,103119,4,4,0,1,509.0,0,0,1,0,0,1
33,29689,1,1,0,1,265.0,0,0,0,0,1,1
34,51086,2,2,0,1,174.0,0,0,0,1,0,1
41,57987,2,2,0,1,78.0,0,0,0,1,0,1
33,80586,1,3,121260,1,1223.0,1,0,1,0,0,1
30,86340,2,2,0,1,362.0,0,0,1,0,0,1
28,56016,1,1,0,1,124.0,0,1,0,0,1,1
33,31097,1,1,0,1,166.0,0,1,0,1,0,1
50,55465,2,3,0,1,1531.0,1,1,1,0,0,1
34,38619,2,2,0,1,106.0,0,0,0,1,0,1
35,23955,1,1,0,1,140.0,0,0,0,0,1,1
31,43053,1,1,0,1,170.0,0,0,1,0,0,1
39,91064,3,3,0,1,115.0,0,0,0,0,1,1
34,55845,3,3,0,1,79.0,0,0,0,1,0,1
31,22731,2,2,200000,1,120.0,0,0,0,1,0,1
44,41401,1,1,0,1,330.0,0,0,1,0,0,1
28,34461,3,3,0,1,80.0,0,0,0,0,1,1
30,69166,2,2,0,1,101.0,0,0,0,0,1,1
22,16477,1,1,0,1,272.0,0,0,0,1,0,1
40,22556,1,1,0,1,264.0,0,0,1,0,0,1
34,115159,3,3,0,1,276.0,0,0,0,0,1,1
39,70714,1,2,1374470,3,1345.0,1,0,1,0,0,1
27,54397,2,2,0,1,88.0,0,1,1,0,0,1
26,42844,2,2,0,1,42.0,0,0,0,1,0,1
31,100722,4,4,0,1,156.0,0,1,0,1,0,1
28,69153,2,2,0,1,31.0,0,0,1,0,0,1
29,20641,1,1,0,2,120.0,0,0,1,0,0,1
33,99858,2,2,0,1,87.0,0,0,1,0,0,1
41,41046,1,1,0,1,244.0,0,1,1,0,0,1
22,39442,1,2,0,1,391.0,1,1,0,1,0,1
25,62242,2,2,0,1,92.0,0,0,0,0,1,1
30,59241,2,2,0,1,34.0,0,1,0,1,0,1
30,12895,1,1,0,1,192.0,0,0,0,1,0,1
32,47379,1,1,0,1,101.0,0,0,0,0,1,1
35,69697,2,2,0,1,779.0,0,0,0,1,0,1
24,20886,1,1,212640,1,46.0,0,1,1,0,0,1
45,32736,2,3,0,1,1740.0,1,1,0,1,0,1
40,59097,2,2,0,1,85.0,0,0,1,0,0,1
30,40409,2,2,0,1,156.0,0,0,1,0,0,1
32,59182,2,2,0,1,85.0,0,0,0,1,0,1
43,42714,1,1,0,1,293.0,0,0,1,0,0,1
29,47864,1,1,0,1,62.0,0,0,1,0,0,1
34,48829,1,1,0,1,64.0,0,0,1,0,0,1
40,22556,1,1,0,1,264.0,0,0,1,0,0,1
42,68473,2,2,0,1,391.0,0,1,1,0,0,1
33,26592,1,1,0,1,327.0,0,0,0,0,1,1
33,18642,1,1,0,1,142.0,0,0,1,0,0,1
40,69098,2,2,0,1,1256.0,0,0,0,0,1,1
28,11236,1,1,0,1,59.0,0,0,0,1,0,1
37,90123,2,2,0,1,121.0,0,0,1,0,0,1
46,66707,3,3,0,1,185.0,0,0,1,0,0,1
33,52471,3,3,197000,2,195.0,0,0,1,0,0,1
36,25851,1,1,0,1,73.0,0,1,0,1,0,1
27,68957,1,1,0,1,25.0,0,1,0,0,1,1
38,50048,1,1,0,1,15.0,0,1,0,1,0,1
29,113120,1,3,0,1,1446.0,1,1,0,0,1,1
41,54520,1,2,0,1,658.0,1,0,0,0,1,1
31,20983,1,1,0,1,184.0,0,1,1,0,0,1
36,74360,2,2,0,1,300.0,0,1,0,0,1,1
28,70740,1,2,0,1,419.0,1,0,0,1,0,1
30,38068,2,2,0,1,130.0,0,0,0,1,0,1
36,42166,2,2,0,1,432.0,0,1,0,0,1,1
27,77369,1,3,0,1,1098.0,1,1,0,0,1,1
28,125576,1,3,121250,2,1219.0,1,0,0,1,0,1
48,38788,1,1,255000,3,317.0,0,0,0,1,0,1
29,41800,1,1,0,1,241.0,0,1,0,1,0,1
41,39560,1,1,0,1,304.0,0,1,1,0,0,1
34,17607,2,2,0,1,56.0,0,1,0,1,0,1
32,59182,2,2,0,1,85.0,0,0,0,1,0,1
37,121419,1,4,789210,2,1651.0,1,0,1,0,0,1
39,39994,2,2,0,1,2.0,0,0,0,1,0,1
41,56478,3,3,0,1,56.0,0,0,1,0,0,1
26,40318,1,1,0,1,116.0,0,0,0,0,1,1
50,55465,2,3,0,1,1531.0,1,1,1,0,0,1
31,26067,1,1,0,1,84.0,0,0,0,0,1,1
33,26160,1,1,258240,2,478.0,0,1,1,0,0,1
30,70246,1,2,0,2,1388.0,1,1,0,0,1,1
24,34521,1,1,0,1,98.0,0,1,1,0,0,1
36,55528,2,2,0,1,173.0,0,1,1,0,0,1
32,81547,3,3,0,1,51.0,0,1,1,0,0,1
29,25731,1,1,0,1,116.0,0,0,0,1,0,1
32,67490,2,2,0,1,73.0,0,0,1,0,0,1
38,83350,3,3,0,1,64.0,0,0,0,1,0,1
38,25106,1,1,-150800,1,134.0,0,0,0,1,0,1
33,81858,3,3,0,1,27.0,0,1,0,0,1,1
44,31948,1,1,0,1,197.0,0,0,1,0,0,1
34,65053,2,2,0,1,384.0,0,0,0,0,1,1
31,66074,2,2,0,1,199.0,0,0,0,1,0,1
25,31392,1,1,0,1,9.0,0,1,0,0,1,1
35,46169,2,2,0,1,11.0,0,0,1,0,0,1
23,35943,1,1,0,1,75.0,0,0,1,0,0,1
48,34827,1,1,0,1,340.0,0,0,0,0,1,1
38,62204,2,2,0,1,236.0,0,0,0,0,1,1
33,73087,1,2,0,2,546.0,1,0,0,1,0,1
32,43411,1,1,0,1,125.0,0,1,0,0,1,1
32,40295,1,1,0,1,130.0,0,1,0,0,1,1
37,61133,3,3,0,1,199.0,0,1,0,0,1,1
33,106727,3,3,0,2,276.0,0,0,1,0,0,1
34,78164,3,3,0,1,94.0,0,1,0,0,1,1
30,49521,1,1,0,1,140.0,0,0,0,0,1,1
36,83455,3,3,0,1,214.0,0,0,0,0,1,1
30,86340,2,2,0,1,362.0,0,0,1,0,0,1
34,17607,2,2,0,1,56.0,0,1,0,1,0,1
32,28186,1,1,0,1,72.0,0,0,0,1,0,1
23,57931,1,1,0,1,110.0,0,1,1,0,0,1
24,44740,2,2,0,1,89.0,0,1,0,1,0,1
30,21935,1,1,0,1,298.0,0,1,0,1,0,1
32,19217,1,1,0,1,335.0,0,0,0,1,0,1
46,77647,3,3,0,1,731.0,0,0,1,0,0,1
44,95388,4,4,0,1,609.0,0,0,0,1,0,1
25,44061,1,1,0,1,121.0,0,0,0,0,1,1
31,27889,1,1,0,1,222.0,0,0,0,1,0,1
33,74903,3,3,0,1,78.0,0,1,0,0,1,1
37,60905,1,1,0,1,57.0,0,0,0,0,1,1
38,43747,2,2,0,1,14.0,0,0,1,0,0,1
28,56016,1,1,0,1,124.0,0,1,0,0,1,1
27,54126,2,2,0,1,20.0,0,0,0,1,0,1
26,44169,1,2,0,1,646.0,1,0,0,1,0,1
31,69418,1,3,0,1,1127.0,1,0,1,0,0,1
41,63636,2,2,0,1,457.0,0,0,0,1,0,1
23,30461,1,1,0,1,272.0,0,1,1,0,0,1
31,26716,1,1,0,1,90.0,0,0,1,0,0,1
31,76776,2,2,0,1,82.0,0,0,0,0,1,1
28,12779,1,1,0,1,69.0,0,0,0,1,0,1
45,24821,1,1,-151340,1,251.0,0,1,0,1,0,1
28,52572,1,1,0,1,378.0,0,1,1,0,0,1
37,47696,2,2,304590,1,153.0,0,1,0,1,0,1
26,36191,1,1,0,1,137.0,0,1,0,0,1,1
38,51680,2,2,1196360,4,683.0,0,1,0,0,1,1
33,26592,1,1,0,1,327.0,0,0,0,0,1,1
32,19217,1,1,0,1,335.0,0,0,0,1,0,1
36,55528,2,2,0,1,173.0,0,1,1,0,0,1
32,59928,1,1,0,1,63.0,0,1,0,0,1,1
49,56150,1,2,0,1,1140.0,1,1,0,1,0,1
39,45148,2,2,0,1,142.0,0,0,0,1,0,1
41,100888,1,3,0,2,2230.0,1,1,1,0,0,1
32,83926,3,3,0,1,76.0,0,0,0,1,0,1
31,119227,1,4,0,1,1983.0,1,0,0,0,1,1
29,60764,2,3,0,1,465.0,1,0,1,0,0,1
33,40281,2,2,0,1,4.0,0,1,0,0,1,1
38,27432,1,1,0,1,216.0,0,1,0,0,1,1
30,27774,2,2,0,1,19.0,0,0,0,0,1,1
28,58977,2,2,0,1,428.0,0,0,1,0,0,1
38,76069,2,2,0,1,334.0,0,1,0,1,0,1
22,26083,1,1,0,2,163.0,0,1,0,1,0,1
47,59084,1,2,150380,1,636.0,1,0,0,0,1,1
36,61994,2,2,0,1,139.0,0,1,1,0,0,1
38,41446,1,1,0,1,139.0,0,0,0,0,1,1
34,45180,3,3,0,1,89.0,0,0,0,1,0,1
29,53928,1,1,350000,1,1414.0,0,0,1,0,0,1
28,53554,2,2,0,1,90.0,0,0,0,1,0,1
32,128520,3,3,0,1,196.0,0,0,0,1,0,1
34,115159,3,3,0,1,276.0,0,0,0,0,1,1
31,46979,3,3,-305900,1,88.0,0,1,0,0,1,1
29,41800,1,1,0,1,241.0,0,1,0,1,0,1
39,106428,3,3,0,1,176.0,0,0,1,0,0,1
33,29689,1,1,0,1,265.0,0,0,0,0,1,1
37,53793,2,3,162120,1,2583.0,1,1,1,0,0,1
34,80980,2,2,0,1,64.0,0,1,0,1,0,1
31,34868,1,1,-262530,1,169.0,0,0,0,0,1,1
22,53039,1,2,0,1,587.0,1,0,0,1,0,1
42,64128,1,2,0,1,993.0,1,0,1,0,0,1
31,40604,1,1,0,1,167.0,0,0,0,0,1,1
34,135879,3,3,0,1,412.0,0,0,0,0,1,1
35,70677,3,3,0,1,57.0,0,0,0,1,0,1
30,29575,1,1,0,1,465.0,0,0,0,0,1,1
37,50504,1,1,0,1,802.0,0,0,0,0,1,1
31,67679,1,1,0,1,244.0,0,0,0,0,1,1
25,60688,2,2,0,1,61.0,0,1,1,0,0,1
48,69141,1,2,0,3,513.0,1,1,0,0,1,1
31,36096,1,1,0,1,51.0,0,1,0,0,1,1
31,55419,2,2,0,1,310.0,0,0,0,0,1,1
34,25028,1,1,0,1,329.0,0,0,0,0,1,1
28,39854,2,2,0,1,86.0,0,1,0,0,1,1
31,45720,1,1,103580,1,637.0,0,1,0,0,1,1
31,73245,3,3,0,1,80.0,0,0,0,0,1,1
32,81547,3,3,0,1,51.0,0,1,1,0,0,1
34,104966,3,3,0,1,287.0,0,0,0,1,0,1
28,76076,2,2,0,1,151.0,0,0,1,0,0,1
33,55473,2,2,0,1,65.0,0,0,0,0,1,1
37,48436,1,1,0,1,405.0,0,0,1,0,0,1
35,19235,1,1,0,1,85.0,0,0,1,0,0,1
24,33901,1,1,0,1,50.0,0,0,0,1,0,1
29,19456,1,1,0,1,116.0,0,0,0,1,0,1
37,26206,2,2,0,1,171.0,0,1,0,1,0,1
33,99858,2,2,0,1,87.0,0,0,1,0,0,1
27,72839,2,2,0,1,126.0,0,0,0,1,0,1
45,24821,1,1,-151340,1,251.0,0,1,0,1,0,1
45,42544,1,1,0,2,347.0,0,1,0,1,0,1
32,74305,3,3,0,1,41.0,0,1,0,1,0,1
32,54903,3,3,0,1,57.0,0,1,0,0,1,1
23,18224,1,1,0,1,114.0,0,1,0,1,0,1
30,109986,3,3,0,1,125.0,0,1,0,0,1,1
49,56150,1,2,0,1,1140.0,1,1,0,1,0,1
31,46239,1,1,0,1,227.0,0,0,1,0,0,1
27,31631,1,1,0,1,113.0,0,1,1,0,0,1
27,25207,2,2,0,1,15.0,0,0,1,0,0,1
23,49888,2,2,0,1,131.0,0,0,1,0,0,1
35,18378,1,1,0,1,86.0,0,0,1,0,0,1
29,40325,1,1,0,1,194.0,0,0,0,0,1,1
36,57908,2,2,0,1,137.0,0,0,1,0,0,1
32,65298,1,2,0,1,641.0,1,0,1,0,0,1
36,109296,2,3,0,1,925.0,1,0,0,1,0,1
26,52518,2,2,0,1,3.0,0,0,0,0,1,1
42,51579,1,1,0,1,220.0,0,0,0,1,0,1
22,11068,1,1,0,1,449.0,0,0,0,1,0,1
26,56936,2,2,0,1,105.0,0,0,1,0,0,1
27,43165,2,2,0,1,61.0,0,0,0,0,1,1
33,46734,3,3,0,1,109.0,0,0,1,0,0,1
36,115006,1,4,200000,1,958.0,1,0,0,1,0,1
29,63479,1,1,0,1,324.0,0,0,0,1,0,1
42,130279,3,3,0,1,58.0,0,0,0,1,0,1
24,21234,1,1,0,1,52.0,0,1,0,0,1,1
32,65298,1,2,0,1,641.0,1,0,1,0,0,1
27,39434,1,1,0,1,96.0,0,1,0,1,0,1
34,62199,2,2,0,1,80.0,0,1,0,0,1,1
41,19371,1,1,150250,2,563.0,0,0,0,1,0,1
27,92401,2,2,102520,1,245.0,0,0,0,0,1,1
31,59932,2,2,0,1,125.0,0,0,0,1,0,1
37,28575,1,1,0,1,206.0,0,0,0,1,0,1
28,45330,1,1,0,1,293.0,0,0,0,0,1,1
37,63587,2,2,0,2,175.0,0,1,1,0,0,1
36,46480,2,2,0,1,277.0,0,1,0,1,0,1
31,31124,1,1,0,1,74.0,0,0,0,0,1,1
32,38744,1,1,289680,2,411.0,0,1,1,0,0,1
30,76425,2,2,0,1,125.0,0,0,0,0,1,1
36,61994,2,2,0,1,139.0,0,1,1,0,0,1
30,39830,2,2,0,1,120.0,0,1,0,1,0,1
26,61982,3,3,0,1,63.0,0,0,0,0,1,1
32,58943,1,2,0,2,1102.0,1,1,1,0,0,1
30,43578,2,2,0,1,539.0,0,1,0,1,0,1
30,30312,1,1,0,1,347.0,0,0,0,0,1,1
24,20170,1,1,0,1,134.0,0,0,1,0,0,1
45,61912,3,3,0,1,214.0,0,1,0,0,1,1
30,27634,1,1,0,1,335.0,0,0,1,0,0,1
35,75453,2,2,0,2,147.0,0,1,0,0,1,1
25,59108,2,2,0,1,221.0,0,0,0,1,0,1
45,61912,3,3,0,1,214.0,0,1,0,0,1,1
44,31948,1,1,0,1,197.0,0,0,1,0,0,1
45,32736,2,3,0,1,1740.0,1,1,0,1,0,1
34,38619,2,2,0,1,106.0,0,0,0,1,0,1
24,47117,2,2,0,1,124.0,0,1,0,1,0,1
32,50434,2,2,0,1,1423.0,0,0,0,0,1,1
32,49475,1,1,237500,2,348.0,0,1,0,0,1,1
28,41705,1,1,0,1,319.0,0,0,0,1,0,1
26,41638,1,1,0,1,92.0,0,0,0,0,1,1
27,29869,1,1,0,1,152.0,0,1,1,0,0,1
31,74265,3,3,0,1,35.0,0,1,0,1,0,1
36,46726,3,3,0,1,95.0,0,0,1,0,0,1
29,66935,2,2,0,1,110.0,0,0,0,1,0,1
29,45245,1,1,0,1,827.0,0,1,0,0,1,1
33,31097,1,1,0,1,166.0,0,1,0,1,0,1
44,56242,2,2,0,1,312.0,0,1,1,0,0,1
22,27023,1,1,0,1,252.0,0,0,0,1,0,1
42,58534,3,3,0,1,29.0,0,0,1,0,0,1
38,84318,1,2,0,1,1071.0,1,1,1,0,0,1
31,36096,1,1,0,1,51.0,0,1,0,0,1,1
45,61912,3,3,0,1,214.0,0,1,0,0,1,1
31,68151,1,2,0,1,483.0,1,1,0,1,0,1
33,80586,1,3,121260,1,1223.0,1,0,1,0,0,1
46,50326,2,2,0,1,77.0,0,0,1,0,0,1
41,100888,1,3,0,2,2230.0,1,1,1,0,0,1
26,17307,1,1,0,1,286.0,0,1,1,0,0,1
28,88777,2,2,0,1,60.0,0,0,0,1,0,1
31,28297,1,1,0,1,362.0,0,1,1,0,0,1
38,58275,1,1,0,1,1241.0,0,0,1,0,0,1
26,60417,1,1,0,1,96.0,0,1,1,0,0,1
24,15327,1,1,0,1,7.0,0,1,0,1,0,1
38,55313,3,3,0,1,114.0,0,1,0,1,0,1
29,37067,2,2,0,1,115.0,0,0,0,0,1,1
32,60185,2,2,0,1,87.0,0,0,0,0,1,1
32,42565,2,2,0,1,376.0,0,1,1,0,0,1
44,100297,5,5,0,1,617.0,0,0,1,0,0,1
30,80591,3,3,0,1,21.0,0,0,1,0,0,1
26,50803,1,1,0,1,240.0,0,0,0,0,1,1
34,135879,3,3,0,1,412.0,0,0,0,0,1,1
31,25510,1,1,0,1,108.0,0,0,0,1,0,1
33,77903,3,3,193600,3,114.0,0,1,1,0,0,1
33,49653,2,2,0,1,1487.0,0,1,1,0,0,1
33,58199,2,2,0,1,84.0,0,1,1,0,0,1
25,15482,1,1,0,1,177.0,0,0,0,1,0,1
36,21043,1,1,0,1,226.0,0,1,1,0,0,1
33,78813,2,2,0,1,126.0,0,1,0,0,1,1
35,86823,3,4,1000000,1,895.0,1,0,1,0,0,1
37,61133,3,3,0,1,199.0,0,1,0,0,1,1
30,45357,1,1,0,1,45.0,0,1,0,0,1,1
33,69141,2,2,-606530,1,114.0,0,0,1,0,0,1
29,63182,3,3,0,1,121.0,0,1,0,1,0,1
31,23566,1,1,0,1,92.0,0,0,0,0,1,1
34,55845,3,3,0,1,79.0,0,0,0,1,0,1
28,59205,1,1,0,1,89.0,0,0,0,1,0,1
46,39841,2,2,0,2,1803.0,0,0,0,1,0,1
46,104473,2,4,0,1,2179.0,1,0,0,1,0,1
37,99907,2,4,0,1,1058.0,1,1,1,0,0,1
35,22793,1,1,0,1,262.0,0,1,0,0,1,1
31,88909,3,3,0,1,368.0,0,1,1,0,0,1
32,40168,2,2,0,1,138.0,0,0,0,1,0,1
28,34020,1,1,0,1,998.0,0,0,0,0,1,1
36,47992,1,1,0,1,204.0,0,0,1,0,0,1
22,30295,1,1,0,1,68.0,0,1,0,1,0,1
25,22575,1,1,0,1,505.0,0,0,0,0,1,1
24,44740,2,2,0,1,89.0,0,1,0,1,0,1
29,113120,1,3,0,1,1446.0,1,1,0,0,1,1
31,88909,3,3,0,1,368.0,0,1,1,0,0,1
34,115159,3,3,0,1,276.0,0,0,0,0,1,1
29,39121,1,1,0,1,25.0,0,0,1,0,0,1
35,62637,2,2,0,1,204.0,0,1,0,0,1,1
27,19419,1,1,0,1,64.0,0,0,0,1,0,1
36,31954,1,1,0,1,131.0,0,1,0,0,1,1
39,53880,1,1,0,1,1588.0,0,0,0,1,0,1
36,83253,3,3,0,1,31.0,0,0,1,0,0,1
29,40688,2,2,0,1,47.0,0,0,0,0,1,1
35,39246,2,2,0,1,25.0,0,1,0,1,0,1
36,15291,2,2,0,1,166.0,0,1,0,1,0,1
39,59166,1,1,0,1,709.0,0,0,0,0,1,1
39,43705,2,2,0,1,203.0,0,0,0,1,0,1
33,77903,3,3,193600,3,114.0,0,1,1,0,0,1
26,60417,1,1,0,1,96.0,0,1,1,0,0,1
31,14113,1,1,0,1,240.0,0,0,0,1,0,1
37,82503,3,3,0,1,366.0,0,0,0,0,1,1
34,54212,2,3,116660,1,328.0,1,1,0,0,1,1
36,46726,3,3,0,1,95.0,0,0,1,0,0,1
29,47980,2,2,243470,1,505.0,0,0,0,0,1,1
34,111621,3,3,0,1,2.0,0,0,0,0,1,1
29,61343,1,5,0,1,1922.0,1,1,0,1,0,1
33,81858,3,3,0,1,27.0,0,1,0,0,1,1
52,81784,1,2,100060,1,497.0,1,1,0,0,1,1
43,76562,2,3,0,2,416.0,1,0,0,0,1,1
23,35943,1,1,0,1,75.0,0,0,1,0,0,1
42,74516,1,2,0,1,1054.0,1,0,0,0,1,1
30,109986,3,3,0,1,125.0,0,1,0,0,1,1
28,95465,2,2,200000,3,650.0,0,0,1,0,0,1
48,117644,2,4,151200,1,2511.0,1,0,1,0,0,1
32,94770,2,2,0,1,146.0,0,0,0,1,0,1
30,108768,1,3,0,2,682.0,1,1,0,1,0,1
29,137450,3,4,0,2,1825.0,1,1,1,0,0,1
44,64702,2,2,0,1,202.0,0,1,0,1,0,1
28,88777,2,2,0,1,60.0,0,0,0,1,0,1
32,19217,1,1,0,1,335.0,0,0,0,1,0,1
48,38788,1,1,255000,3,317.0,0,0,0,1,0,1
28,42507,1,2,0,1,421.0,1,0,0,0,1,1
32,23582,2,2,0,1,93.0,0,1,0,0,1,1
29,25731,1,1,0,1,116.0,0,0,0,1,0,1
26,58892,2,2,0,1,45.0,0,0,1,0,0,1
29,61343,1,5,0,1,1922.0,1,1,0,1,0,1
44,30121,1,1,150460,1,926.0,0,1,1,0,0,1
37,46515,1,1,0,1,329.0,0,1,0,0,1,1
36,46726,3,3,0,1,95.0,0,0,1,0,0,1
31,42601,1,1,0,1,73.0,0,1,0,1,0,1
29,46368,1,1,0,1,52.0,0,0,0,1,0,1
36,33327,1,1,0,1,206.0,0,0,0,1,0,1
30,19447,1,1,0,1,261.0,0,0,0,1,0,1
39,149354,5,5,0,1,1321.0,0,0,0,0,1,1
34,17607,2,2,0,1,56.0,0,1,0,1,0,1
34,54288,2,2,0,1,335.0,0,0,1,0,0,1
25,20590,1,1,0,1,425.0,0,0,1,0,0,1
28,34461,3,3,0,1,80.0,0,0,0,0,1,1
38,59318,3,3,0,1,24.0,0,0,0,1,0,1
40,50801,1,1,350160,2,1100.0,0,0,1,0,0,1
30,29575,1,1,0,1,465.0,0,0,0,0,1,1
30,43578,2,2,0,1,539.0,0,1,0,1,0,1
30,51600,2,2,0,1,96.0,0,0,0,1,0,1
36,49277,2,2,0,1,64.0,0,0,0,0,1,1
47,59084,1,2,150380,1,636.0,1,0,0,0,1,1
44,88204,4,4,0,1,81.0,0,0,0,0,1,1
44,46858,1,1,0,1,276.0,0,1,0,0,1,1
34,36682,1,1,0,1,212.0,0,0,0,0,1,1
38,86246,3,3,0,1,33.0,0,1,1,0,0,1
37,50504,1,1,0,1,802.0,0,0,0,0,1,1
35,47440,2,2,0,1,38.0,0,1,1,0,0,1
32,54631,2,2,0,1,193.0,0,1,1,0,0,1
36,46480,2,2,0,1,277.0,0,1,0,1,0,1
38,62853,1,1,0,1,434.0,0,1,0,0,1,1
32,45068,1,1,0,1,150.0,0,0,1,0,0,1
35,70733,2,2,0,1,56.0,0,0,0,1,0,1
35,64953,3,3,0,1,107.0,0,0,0,0,1,1
28,11236,1,1,0,1,59.0,0,0,0,1,0,1
42,29462,1,1,0,1,300.0,0,1,1,0,0,1
25,55804,2,2,0,1,76.0,0,0,0,1,0,1
26,44169,1,2,0,1,646.0,1,0,0,1,0,1
51,38478,1,2,584110,2,585.0,1,1,0,0,1,1
31,92158,3,3,0,1,120.0,0,1,1,0,0,1
34,70921,3,3,0,1,331.0,0,0,1,0,0,1
36,16688,1,1,0,1,86.0,0,1,1,0,0,1
30,87010,3,3,0,1,54.0,0,1,0,1,0,1
37,89013,3,3,0,1,112.0,0,1,1,0,0,1
38,78135,2,2,0,1,259.0,0,1,1,0,0,1
32,41382,2,2,0,1,299.0,0,1,1,0,0,1
37,45604,1,1,0,1,44.0,0,1,0,1,0,1
36,52011,1,1,0,1,92.0,0,0,1,0,0,1
33,123750,2,4,999000,1,269.0,1,0,0,0,1,1
28,69498,1,1,0,1,316.0,0,1,0,0,1,1
44,49049,2,2,0,1,327.0,0,0,0,1,0,1
33,72503,2,2,0,1,31.0,0,1,0,0,1,1
23,20984,1,1,0,1,106.0,0,1,0,1,0,1
30,96076,3,3,0,1,128.0,0,1,0,1,0,1
35,44707,2,2,0,1,119.0,0,1,0,0,1,1
26,46789,2,2,0,1,153.0,0,0,0,1,0,1
34,23185,1,1,0,1,182.0,0,0,0,0,1,1
29,137450,3,4,0,2,1825.0,1,1,1,0,0,1
45,137082,2,4,122770,2,1669.0,1,1,1,0,0,1
47,42592,1,1,0,1,135.0,0,0,0,0,1,1
37,35189,3,3,0,1,11.0,0,0,0,1,0,1
28,61670,2,2,0,1,56.0,0,0,1,0,0,1
31,20245,2,2,0,1,171.0,0,0,1,0,0,1
31,23537,1,1,0,1,602.0,0,0,1,0,0,1
41,39560,1,1,0,1,304.0,0,1,1,0,0,1
31,76776,2,2,0,1,82.0,0,0,0,0,1,1
30,65035,2,2,0,1,162.0,0,1,1,0,0,1
29,46368,1,1,0,1,52.0,0,0,0,1,0,1
33,55441,2,2,0,1,60.0,0,0,0,0,1,1
44,109652,1,3,0,1,1815.0,1,1,0,0,1,1
31,58323,1,1,0,1,316.0,0,1,0,0,1,1
39,29312,1,1,0,1,335.0,0,0,1,0,0,1
42,132505,1,4,912790,1,1341.0,1,0,0,1,0,1
46,76467,2,3,300020,1,2166.0,1,0,0,0,1,1
25,66842,1,1,0,1,96.0,0,1,1,0,0,1
30,60847,2,2,0,1,63.0,0,0,0,0,1,1
27,23149,2,2,0,1,118.0,0,0,0,1,0,1
31,54901,2,2,0,1,66.0,0,0,0,1,0,1
32,67667,2,2,0,1,65.0,0,0,0,1,0,1
